conversation_id,user_id,anon_user_id,account_id,start_ts,end_ts,channel,session_status,abandonment_flag,abandonment_ts,abandonment_turn,abandonment_flow_node,dropoff_reason_code,total_turns,user_message_count,bot_message_count,avg_bot_latency_ms,fallback_count,initial_intent,top_intent,top_intent_conf,flow_id,flow_version,widget_version,widget_load_ms,device_type,browser,geo_country,client_error_count,transfer_requested_ts,transfer_completed_ts,time_to_agent_sec,kb_suggestion_shown,kb_article_clicked,csat_rating,predicted_abandon_prob,ingestion_ts
conv_154f82192293,user_1243,anon_7e620277e3,acct_465,23:11.1,01:41.1,web_chat,abandoned,TRUE,23:25.1,9,flow_node_41,CLIENT_ERROR,7,2,5,426.1,0,password_reset,password_reset,0.762,flow_41,v2.0,w2.0,908,desktop,Chrome,US,0,,,,FALSE,FALSE,5,0.156,29:10.1
conv_cccdba4c586c,user_2087,anon_ec57548206,,05:37.3,24:06.3,sms,escalated,FALSE,,,,,6,2,4,313.5,0,password_reset,password_reset,0.87,flow_1,v1.1,w1.1,620,mobile,Chrome,IN,0,20:15.3,29:25.3,550,FALSE,FALSE,4,0.585,10:23.3
conv_4e961a1e1052,user_1159,anon_fd4ed2d23c,acct_989,45:47.0,33:33.0,sms,completed,FALSE,,,,,7,4,3,184.9,1,billing_query,billing_query,0.649,flow_28,v1.0,w2.1,1233,desktop,Edge,ZA,0,,,,FALSE,FALSE,1,0.128,54:59.0
conv_d7fc9b8e3336,user_2936,anon_aa47a63e86,,43:53.7,30:07.7,web_chat,completed,FALSE,,,,,9,1,8,304.6,1,order_status,order_status,0.519,flow_28,v1.0,w2.1,1015,desktop,Safari,IN,0,,,,TRUE,FALSE,4,0.137,46:52.7
conv_a979d3e5e9fb,user_1050,anon_c12a9b9791,acct_693,42:27.7,26:23.7,sms,abandoned,TRUE,54:15.7,8,flow_node_99,CLIENT_ERROR,10,2,8,481,0,return_request,return_request,0.873,flow_10,v1.0,w2.1,1305,desktop,Safari,AE,1,,,,FALSE,FALSE,1,0.476,48:06.7
conv_b863225a98c3,user_306,anon_2bbdee7a21,acct_1167,19:44.3,25:37.3,whatsapp,completed,FALSE,,,,,7,1,6,263.7,0,billing_query,billing_query,0.465,flow_41,v1.1,w2.0,1206,desktop,Safari,GB,0,,,,FALSE,FALSE,3,0.348,27:08.3
conv_76464923596c,,anon_8cc592e8b4,,48:46.5,10:48.5,bot,abandoned,TRUE,51:52.5,8,flow_node_39,CLIENT_ERROR,7,3,4,259.2,1,complaint,complaint,0.993,flow_20,v2.1,w2.0,1113,desktop,Safari,US,0,,,,FALSE,FALSE,1,0.62,51:29.5
conv_e4b798aeb183,user_518,anon_03838d9709,acct_322,07:48.1,13:33.1,web_chat,completed,FALSE,,,,,8,3,5,659.6,1,greeting,greeting,0.775,flow_17,v1.1,w2.0,255,tablet,Chrome,AU,0,,,,FALSE,FALSE,1,0.599,16:04.1
conv_999b29601023,user_2650,anon_e1617ff523,acct_180,27:35.2,55:36.2,whatsapp,abandoned,TRUE,48:06.2,1,flow_node_47,LONG_BOT_LATENCY,3,4,-1,721.5,1,return_request,return_request,0.75,flow_42,v1.0,w1.0,1299,mobile,Edge,GB,0,,,,FALSE,FALSE,,0.249,31:14.2
conv_891dfe9b8618,user_423,anon_be946be016,acct_1004,26:31.2,16:31.2,web_chat,handed_off,FALSE,,,,,8,2,6,269.7,0,password_reset,password_reset,0.786,flow_31,v2.0,w2.1,1311,desktop,Safari,AU,1,48:39.2,50:31.2,112,TRUE,FALSE,,0.092,33:46.2
conv_9481c4ce54ea,user_451,anon_96ef85489a,,58:12.6,49:26.6,whatsapp,completed,FALSE,,,,,8,5,3,429.8,0,password_reset,password_reset,0.837,flow_37,v1.1,w1.1,213,mobile,Chrome,IN,0,,,,FALSE,FALSE,3,0.178,03:00.6
conv_bc9d696824f2,user_2154,anon_eef7a72bfd,acct_35,36:32.5,27:30.5,web_chat,escalated,FALSE,,,,,6,1,5,334,0,order_status,order_status,0.744,flow_11,v1.0,w1.0,298,desktop,Chrome,IN,0,58:50.5,58:55.5,5,FALSE,FALSE,,0.285,39:56.5
conv_b03581f8566f,user_2206,anon_c49d567bb1,acct_1026,29:25.2,23:39.2,web_chat,abandoned,TRUE,47:16.2,5,flow_node_79,FALLBACK,4,5,-1,330.8,0,billing_query,billing_query,0.935,flow_26,v1.1,w1.0,621,desktop,Edge,IN,0,,,,FALSE,FALSE,1,0.328,32:52.2
conv_e4e0e881ca6a,user_575,anon_3e2bcae647,acct_113,15:24.8,19:04.8,web_chat,completed,FALSE,,,,,7,5,2,349.5,1,complaint,complaint,0.615,flow_42,v1.0,w1.0,1139,mobile,Chrome,ZA,0,,,,FALSE,FALSE,,0.326,17:32.8
conv_0f65bf41d616,user_2862,anon_633b547dac,acct_1154,26:02.9,12:16.9,whatsapp,timed_out,FALSE,,,,,9,3,6,394.5,0,greeting,greeting,0.749,flow_19,v2.0,w1.1,920,desktop,Firefox,IN,0,,,,FALSE,FALSE,1,0.452,33:23.9
conv_d73f06c47525,user_860,anon_57ae976066,,57:51.8,30:15.8,web_chat,escalated,FALSE,,,,,9,3,6,50,1,greeting,greeting,0.505,flow_6,v1.0,w2.0,1609,desktop,Edge,AU,0,15:50.8,,,FALSE,FALSE,3,0.274,59:16.8
conv_788a1b514b60,user_1078,anon_8b0023ee98,acct_44,55:11.5,44:16.5,whatsapp,abandoned,TRUE,19:57.5,7,flow_node_67,USER_LEFT,9,1,8,173.5,0,password_reset,password_reset,0.892,flow_39,v1.0,w1.0,731,mobile,Edge,AU,0,,,,FALSE,FALSE,5,0.089,57:49.5
conv_c1e32a7a969c,user_1521,anon_6bcea27e27,,40:52.4,05:44.4,sms,completed,FALSE,,,,,4,3,1,117,0,billing_query,billing_query,0.904,flow_30,v2.1,w1.0,579,mobile,Safari,US,0,,,,TRUE,FALSE,,0.215,40:53.4
conv_0a94bc70b8de,user_428,anon_341ce315a2,acct_639,34:40.2,34:04.2,web_chat,abandoned,TRUE,52:07.2,2,flow_node_36,TIMEOUT,4,3,1,198.4,0,complaint,complaint,0.7,flow_33,v2.1,w2.0,1075,desktop,Safari,ZA,1,,,,TRUE,FALSE,5,0.071,37:05.2
conv_e60deb85954b,user_2837,anon_63b08a3432,,44:09.4,19:31.4,whatsapp,completed,FALSE,,,,,4,4,0,324.5,1,billing_query,billing_query,0.756,flow_21,v1.0,w1.0,874,desktop,Chrome,AU,1,,,,FALSE,FALSE,,0.125,53:32.4
conv_c507f84874e0,,anon_fed7e35306,acct_1023,11:41.3,00:50.3,web_chat,completed,FALSE,,,,,5,3,2,352.9,1,billing_query,billing_query,0.627,flow_25,v2.0,w1.1,1366,desktop,Firefox,AU,0,,,,FALSE,FALSE,,0.165,18:52.3
conv_d90b39e4aa29,user_2202,anon_6a406fd440,,08:34.5,15:15.5,bot,abandoned,TRUE,17:57.5,10,flow_node_79,FALLBACK,5,3,2,103.7,0,billing_query,billing_query,0.382,flow_3,v2.1,w1.0,942,desktop,Firefox,BR,0,,,,TRUE,FALSE,3,0.649,17:41.5
conv_59d57134b8ce,user_1300,anon_7d379ba4ce,acct_170,05:08.4,56:46.4,web_chat,escalated,FALSE,,,,,8,3,5,121.9,0,complaint,complaint,0.672,flow_40,v1.0,w1.0,1242,desktop,Edge,US,0,11:47.4,,,FALSE,FALSE,2,0.233,13:16.4
conv_fddcc7e196c7,,anon_0f1aa2711d,acct_381,32:51.6,56:49.6,whatsapp,timed_out,FALSE,,,,,13,3,10,149.7,0,complaint,complaint,0.625,flow_3,v1.1,w1.0,634,mobile,Safari,DE,0,,,,FALSE,FALSE,4,0.332,42:23.6
conv_9e5acf960e4c,user_946,anon_c9fada0a09,,53:07.5,31:52.5,bot,abandoned,TRUE,54:23.5,9,flow_node_8,USER_LEFT,5,1,4,50,0,order_status,order_status,0.464,flow_23,v1.1,w1.1,283,desktop,Firefox,GB,0,,,,FALSE,FALSE,3,0.108,58:08.5
conv_808aa77daf02,,anon_6ad6f6baee,,24:13.1,52:36.1,bot,completed,FALSE,,,,,8,4,4,79.8,0,greeting,greeting,0.757,flow_31,v2.1,w1.0,763,mobile,Chrome,GB,0,,,,FALSE,FALSE,,0.142,26:50.1
conv_bfeb639eef60,user_1888,anon_2f5b72885b,,37:10.4,59:20.4,whatsapp,escalated,FALSE,,,,,3,3,0,245.4,2,password_reset,password_reset,0.656,flow_36,v2.1,w2.1,778,desktop,Chrome,ZA,0,52:57.4,00:45.4,468,FALSE,FALSE,4,0.059,45:14.4
conv_10390c22e1c3,user_2836,anon_fca83206d4,,57:04.7,47:30.7,web_chat,completed,FALSE,,,,,13,3,10,206.3,0,order_status,order_status,0.678,flow_5,v1.1,w1.0,761,mobile,Chrome,ZA,0,,,,TRUE,FALSE,2,0.17,05:17.7
conv_4ea77bf5b318,,anon_81822d2b16,acct_386,54:59.2,49:36.2,whatsapp,abandoned,TRUE,02:17.2,6,flow_node_65,CLIENT_ERROR,7,1,6,127.2,0,order_status,order_status,0.544,flow_49,v2.0,w2.0,1089,mobile,Chrome,AE,0,,,,FALSE,FALSE,,0.545,00:38.2
conv_7d22260f46ad,user_1837,anon_e43a79915e,acct_206,13:05.5,43:53.5,bot,completed,FALSE,,,,,6,2,4,541,0,billing_query,billing_query,0.715,flow_42,v1.1,w2.0,831,tablet,Chrome,AE,0,,,,FALSE,FALSE,3,0.105,14:51.5
conv_b760cb8b90cb,user_2762,anon_7474cb0392,acct_941,14:02.7,59:08.7,whatsapp,completed,FALSE,,,,,10,4,6,457.2,0,product_info,product_info,0.515,flow_1,v1.0,w1.0,1006,desktop,Safari,DE,0,,,,TRUE,TRUE,3,0.156,19:25.7
conv_822887b0aa3d,user_2440,anon_72961a457b,,01:46.9,59:50.9,web_chat,handed_off,FALSE,,,,,10,1,9,298.9,1,billing_query,billing_query,0.938,flow_8,v1.0,w2.0,1459,desktop,Chrome,IN,0,11:39.9,17:41.9,362,FALSE,FALSE,4,0.098,05:34.9
conv_5ad2038d7809,,anon_3f8dca6a5b,acct_28,04:46.7,05:53.7,bot,completed,FALSE,,,,,9,5,4,651.5,1,order_status,order_status,0.636,flow_50,v1.1,w1.0,249,mobile,Chrome,GB,0,,,,FALSE,FALSE,3,0.245,11:33.7
conv_0c8cea0e6c1c,user_2819,anon_a74a968dfb,acct_93,14:37.8,11:09.8,whatsapp,completed,FALSE,,,,,4,4,0,50,0,password_reset,password_reset,0.342,flow_42,v2.1,w1.1,506,desktop,Chrome,GB,0,,,,FALSE,FALSE,3,0.25,22:08.8
conv_812819035700,user_2458,anon_0351298dea,acct_694,01:19.5,48:32.5,whatsapp,completed,FALSE,,,,,8,2,6,50,0,password_reset,password_reset,0.301,flow_45,v2.1,w1.0,564,mobile,Chrome,US,0,,,,FALSE,FALSE,,0.024,03:40.5
conv_c3b6919dd1d5,user_1812,anon_074f9a0347,acct_116,00:04.0,34:04.0,web_chat,timed_out,FALSE,,,,,8,1,7,50,0,password_reset,password_reset,0.789,flow_26,v1.0,w1.0,1032,desktop,Other,SG,0,,,,FALSE,FALSE,3,0.087,00:53.0
conv_c512029d161c,user_1015,anon_8da4b9848b,,17:10.6,12:26.6,whatsapp,escalated,FALSE,,,,,4,4,0,354.2,2,order_status,order_status,0.45,flow_14,v1.0,w2.0,769,desktop,Chrome,IN,0,46:54.6,,,FALSE,FALSE,,0.1,24:41.6
conv_45ae4f563f67,user_1816,anon_15b8070894,,33:37.3,27:47.3,web_chat,completed,FALSE,,,,,12,4,8,258.5,0,billing_query,billing_query,0.749,flow_15,v2.1,w2.0,118,mobile,Chrome,AU,1,,,,FALSE,FALSE,5,0.133,39:40.3
conv_4fb15477db99,user_2801,anon_3f54c7267d,,07:38.3,34:13.3,whatsapp,completed,FALSE,,,,,10,5,5,439.7,0,billing_query,billing_query,0.804,flow_48,v2.0,w2.0,824,desktop,Firefox,AE,0,,,,FALSE,FALSE,1,0.198,08:15.3
conv_cbfe905089ad,user_441,anon_ca304663a9,acct_1041,36:28.0,12:17.0,web_chat,abandoned,TRUE,50:13.0,3,flow_node_37,TIMEOUT,6,2,4,50,1,billing_query,billing_query,0.698,flow_20,v1.1,w1.0,1354,mobile,Chrome,US,0,,,,FALSE,FALSE,2,0.649,43:02.0
conv_f2ef3f5b8032,user_1108,anon_e94ba76804,,42:54.8,55:57.8,whatsapp,completed,FALSE,,,,,7,2,5,374,0,product_info,product_info,0.934,flow_24,v2.0,w1.1,786,tablet,Safari,IN,0,,,,TRUE,TRUE,5,0.198,49:19.8
conv_f3b5e86facee,,anon_0730bcaf14,,31:16.2,18:38.2,sms,abandoned,TRUE,56:25.2,1,flow_node_87,CLIENT_ERROR,6,4,2,298.9,0,billing_query,billing_query,0.846,flow_1,v1.0,w2.1,1055,mobile,Chrome,ZA,1,,,,FALSE,FALSE,4,0.002,33:03.2
conv_22be48b47a2a,user_899,anon_4af9ef1ef9,acct_766,38:00.2,29:40.2,web_chat,completed,FALSE,,,,,8,2,6,223.6,0,greeting,greeting,0.791,flow_18,v1.0,w2.0,1168,tablet,Chrome,US,0,,,,FALSE,FALSE,5,0.196,40:12.2
conv_879ea93a4fd4,user_2413,anon_6b025f6aee,,12:41.2,39:21.2,sms,completed,FALSE,,,,,10,1,9,219.2,0,order_status,order_status,0.36,flow_12,v2.0,w1.1,1183,desktop,Chrome,GB,1,,,,TRUE,FALSE,,0.436,22:01.2
conv_575e2089545b,user_1851,anon_c1984b4311,,53:47.1,17:21.1,web_chat,abandoned,TRUE,06:00.1,8,flow_node_33,LONG_BOT_LATENCY,7,5,2,163.4,0,order_status,order_status,0.616,flow_11,v3.0,w1.0,921,desktop,Chrome,GB,0,,,,TRUE,TRUE,,0.405,59:09.1
conv_684b37c09f6e,user_2874,anon_2bb5386881,,54:32.9,09:06.9,bot,completed,FALSE,,,,,7,5,2,50,0,return_request,return_request,0.889,flow_9,v2.0,w1.1,116,mobile,Chrome,IN,0,,,,FALSE,FALSE,5,0.241,01:18.9
conv_9ed9344c90c7,,anon_68a506d86b,acct_185,37:11.7,01:54.7,bot,timed_out,FALSE,,,,,5,1,4,239.2,0,product_info,product_info,0.2,flow_9,v1.0,w1.0,772,desktop,Safari,CA,1,,,,FALSE,FALSE,4,0.174,46:02.7
conv_abc37d2943c9,user_422,anon_d8a614b52c,,02:08.3,39:42.3,whatsapp,completed,FALSE,,,,,6,3,3,369.7,0,greeting,greeting,0.518,flow_40,v2.1,w2.1,522,desktop,Chrome,GB,0,,,,FALSE,FALSE,2,0.475,07:46.3
conv_62ff98498e44,user_2871,anon_4afdf2f83a,,32:13.9,13:30.9,whatsapp,completed,FALSE,,,,,8,3,5,771.1,0,order_status,order_status,0.803,flow_30,v1.0,w1.1,489,mobile,Chrome,AE,0,,,,TRUE,FALSE,,0.214,41:52.9
conv_bd36565cf968,user_2214,anon_3d9c0e2b13,acct_991,44:28.3,08:37.3,bot,handed_off,FALSE,,,,,5,5,0,536.5,0,product_info,product_info,0.577,flow_5,v2.0,w1.1,612,mobile,Chrome,US,0,07:10.3,,,TRUE,FALSE,5,0.071,49:10.3
conv_6bda13b1b768,user_1695,anon_44ff5f1f7a,acct_557,58:15.2,37:31.2,web_chat,completed,FALSE,,,,,10,3,7,170.4,0,complaint,complaint,0.553,flow_11,v1.0,w2.1,1054,desktop,Firefox,IN,0,,,,TRUE,FALSE,,0.11,03:14.2
conv_558e8d9182a7,user_1618,anon_24767475a4,acct_397,34:46.0,01:05.0,web_chat,abandoned,TRUE,43:54.0,6,flow_node_4,CLIENT_ERROR,11,6,5,423.1,0,product_info,product_info,0.813,flow_50,v2.0,w1.1,628,mobile,Chrome,US,0,,,,TRUE,FALSE,5,0.279,36:07.0
conv_0d591ca22caa,user_618,anon_f8778af900,acct_170,38:48.6,40:55.6,whatsapp,completed,FALSE,,,,,5,1,4,517.2,0,complaint,complaint,0.677,flow_23,v1.1,w1.1,503,desktop,Chrome,US,0,,,,FALSE,FALSE,,0.202,45:59.6
conv_ac5af913f19e,user_2309,anon_464460e44b,acct_886,05:52.7,53:52.7,bot,abandoned,TRUE,25:13.7,10,flow_node_74,LONG_QUEUE_WAIT,4,4,0,536.4,0,order_status,order_status,0.769,flow_12,v2.0,w1.0,1223,tablet,Firefox,US,0,,,,FALSE,FALSE,1,0.253,10:45.7
conv_51d4ada213c2,user_134,anon_2c72596dea,,58:53.1,26:45.1,bot,abandoned,TRUE,18:00.1,7,flow_node_27,CLIENT_ERROR,12,5,7,241.6,0,password_reset,password_reset,0.802,flow_21,v1.0,w1.0,390,desktop,Firefox,ZA,0,,,,TRUE,TRUE,1,0.201,08:39.1
conv_64f77e5f16c0,user_523,anon_6edf5db609,acct_406,26:14.1,10:02.1,bot,completed,FALSE,,,,,4,2,2,172.7,0,order_status,order_status,0.737,flow_48,v2.0,w1.0,1249,mobile,Safari,CA,0,,,,FALSE,FALSE,,0.089,30:17.1
conv_096bd34a3d24,,anon_19b32bb34f,,58:30.1,40:10.1,web_chat,escalated,FALSE,,,,,8,4,4,341.9,1,greeting,greeting,0.633,flow_28,v1.0,w1.0,1000,desktop,Chrome,GB,0,04:07.1,,,FALSE,FALSE,3,0.289,02:01.1
conv_0a71c4aa91f2,user_1314,anon_6499134121,acct_780,28:21.0,00:51.0,bot,abandoned,TRUE,34:40.0,5,flow_node_48,TIMEOUT,12,3,9,118.8,0,greeting,greeting,0.509,flow_31,v2.1,w1.0,1009,mobile,Firefox,GB,0,,,,TRUE,TRUE,5,0.223,30:03.0
conv_4a954abf817c,user_1066,anon_f7acb822e5,,56:41.0,45:41.0,web_chat,completed,FALSE,,,,,4,1,3,223.5,0,product_info,product_info,0.628,flow_30,v2.0,w1.0,640,desktop,Safari,SG,0,,,,FALSE,FALSE,,0.39,58:07.0
conv_290c34a0e018,user_2053,anon_fb44754558,,01:22.2,34:54.2,whatsapp,completed,FALSE,,,,,8,2,6,229.5,0,billing_query,billing_query,0.704,flow_40,v1.0,w1.0,410,desktop,Chrome,BR,2,,,,FALSE,FALSE,4,0.154,02:52.2
conv_3fba848f4d56,user_64,anon_a6de3fbf7b,,45:29.3,53:52.3,web_chat,abandoned,TRUE,11:40.3,4,flow_node_41,LONG_QUEUE_WAIT,8,1,7,138.6,0,order_status,order_status,0.968,flow_19,v1.0,w1.0,907,mobile,Chrome,BR,0,,,,FALSE,FALSE,,0.395,50:57.3
conv_8bc8a9423c22,user_278,anon_8334e94f3f,,31:26.9,48:23.9,web_chat,completed,FALSE,,,,,8,4,4,456.7,1,product_info,product_info,0.41,flow_5,v1.0,w1.0,1109,desktop,Edge,ZA,0,,,,FALSE,FALSE,,0.149,37:57.9
conv_852841df3747,,anon_2ab6d01c6f,,35:26.7,43:42.7,web_chat,completed,FALSE,,,,,6,5,1,133,0,password_reset,password_reset,0.752,flow_44,v1.0,w1.0,1365,desktop,Other,IN,0,,,,TRUE,FALSE,4,0.144,44:41.7
conv_1b43b318cc35,,anon_2a27d45c23,,37:03.9,17:15.9,web_chat,completed,FALSE,,,,,6,7,-1,427.1,1,product_info,product_info,0.652,flow_2,v1.1,w1.0,817,mobile,Chrome,GB,0,,,,FALSE,FALSE,,0.384,42:29.9
conv_52aa834b815f,user_2445,anon_503b737343,,03:55.1,30:35.1,whatsapp,completed,FALSE,,,,,6,3,3,106.8,1,order_status,order_status,0.723,flow_34,v1.1,w2.1,22,mobile,Firefox,IN,0,,,,FALSE,FALSE,,0.149,09:15.1
conv_92ea19342edb,user_2420,anon_65eb5047d3,acct_124,36:38.7,13:49.7,web_chat,abandoned,TRUE,41:40.7,8,flow_node_95,CLIENT_ERROR,9,2,7,350,0,greeting,greeting,0.355,flow_22,v1.1,w1.1,1245,mobile,Chrome,SG,0,,,,FALSE,FALSE,,0.306,37:08.7
conv_fd8e7727c184,user_2122,anon_626761646e,,37:40.4,46:56.4,web_chat,completed,FALSE,,,,,9,3,6,50,1,complaint,complaint,0.906,flow_27,v1.0,w2.1,714,mobile,Chrome,GB,0,,,,TRUE,FALSE,,0.278,40:35.4
conv_4b2c6b2620f4,user_1669,anon_c7fc549588,acct_701,28:25.2,15:07.2,web_chat,timed_out,FALSE,,,,,6,2,4,207.8,1,complaint,complaint,0.721,flow_27,v1.1,w2.1,784,mobile,Chrome,CA,0,,,,FALSE,FALSE,1,0.197,35:02.2
conv_17fc2650ade4,user_283,anon_d297a878bb,acct_484,32:02.4,12:15.4,web_chat,completed,FALSE,,,,,8,2,6,294.5,0,product_info,product_info,0.646,flow_29,v1.1,w1.0,879,mobile,Firefox,GB,0,,,,FALSE,FALSE,5,0.332,34:11.4
conv_3556e9b2b73d,user_1663,anon_06de684373,acct_887,18:47.0,57:54.0,web_chat,completed,FALSE,,,,,8,3,5,510.3,0,order_status,order_status,0.758,flow_38,v1.0,w1.0,745,mobile,Safari,IN,0,,,,FALSE,FALSE,,0.066,20:29.0
conv_9e8a6478eb1c,user_2702,anon_63b67a1d23,acct_457,23:39.9,03:31.9,web_chat,abandoned,TRUE,43:54.9,2,flow_node_13,LONG_BOT_LATENCY,7,1,6,75.7,0,greeting,greeting,0.922,flow_2,v2.0,w1.0,1109,desktop,Firefox,ZA,0,,,,FALSE,FALSE,4,0.312,32:30.9
conv_edf3fabb4102,,anon_cd453580d0,acct_875,47:04.6,49:23.6,whatsapp,completed,FALSE,,,,,7,3,4,191.5,0,product_info,product_info,0.453,flow_46,v3.0,w2.1,1526,mobile,Chrome,AU,0,,,,TRUE,FALSE,,0.187,47:47.6
conv_7f3e11e28546,user_2345,anon_801d37b2b1,acct_354,29:18.7,43:45.7,whatsapp,completed,FALSE,,,,,6,1,5,329.3,0,greeting,greeting,0.805,flow_5,v1.1,w2.0,189,mobile,Chrome,US,0,,,,TRUE,FALSE,,0.217,36:01.7
conv_a2ec56c01347,user_2382,anon_f2ccdb887c,,26:15.1,01:11.1,whatsapp,completed,FALSE,,,,,5,3,2,469.6,1,password_reset,password_reset,0.762,flow_25,v1.0,w2.0,481,mobile,Chrome,US,0,,,,FALSE,FALSE,1,0.205,26:26.1
conv_8af31eb78e12,user_768,anon_f9563b937f,acct_1176,24:40.5,57:36.5,web_chat,completed,FALSE,,,,,6,5,1,267.9,0,order_status,order_status,0.427,flow_35,v1.0,w1.0,538,mobile,Chrome,DE,0,,,,FALSE,FALSE,1,0.06,28:52.5
conv_cc2dcb56c038,user_2202,anon_ef538bde7b,acct_111,20:22.7,01:33.7,web_chat,completed,FALSE,,,,,7,3,4,178.7,0,product_info,product_info,0.712,flow_37,v1.0,w2.0,1040,desktop,Safari,IN,0,,,,FALSE,FALSE,,0.393,27:21.7
conv_72ebd84e66e1,user_798,anon_35172bda7d,,35:57.5,12:57.5,bot,handed_off,FALSE,,,,,7,3,4,153.6,0,password_reset,password_reset,0.7,flow_17,v1.0,w2.1,1124,mobile,Chrome,BR,1,37:03.5,40:22.5,199,TRUE,TRUE,,0.36,40:13.5
conv_9d3fc32e4b4d,user_2928,anon_6ebcde33ab,acct_948,37:20.2,24:59.2,whatsapp,completed,FALSE,,,,,4,3,1,50,1,product_info,product_info,0.75,flow_29,v1.0,w1.0,545,desktop,Firefox,IN,0,,,,FALSE,FALSE,1,0.273,40:14.2
conv_ecc06c391e33,user_2884,anon_4866a7bc2d,,56:37.2,27:05.2,web_chat,escalated,FALSE,,,,,9,3,6,57.6,1,greeting,greeting,0.713,flow_18,v1.1,w1.0,436,desktop,Firefox,US,0,04:51.2,08:52.2,241,FALSE,FALSE,1,0.208,00:34.2
conv_2a8c5e42d3fe,,anon_58dc358423,acct_258,12:53.4,06:52.4,web_chat,abandoned,TRUE,16:56.4,2,flow_node_89,LONG_BOT_LATENCY,8,1,7,543.6,0,product_info,product_info,0.543,flow_18,v1.0,w1.1,557,mobile,Chrome,AU,0,,,,TRUE,TRUE,4,0.141,19:12.4
conv_1017ac976ef6,user_2127,anon_971b5a90c9,,06:22.7,34:06.7,web_chat,completed,FALSE,,,,,7,2,5,59.8,1,billing_query,billing_query,0.591,flow_2,v1.0,w1.1,1282,mobile,Chrome,ZA,0,,,,FALSE,FALSE,2,0.283,08:28.7
conv_047ac8408d51,user_2927,anon_9f24964c1b,,33:22.7,56:13.7,web_chat,abandoned,TRUE,35:23.7,9,flow_node_48,CLIENT_ERROR,6,4,2,373.1,1,greeting,greeting,0.411,flow_2,v1.1,w2.0,895,mobile,Chrome,AU,0,,,,FALSE,FALSE,,0.448,42:46.7
conv_383a80b90103,,anon_c48fd9796a,acct_510,44:11.9,59:26.9,web_chat,escalated,FALSE,,,,,9,1,8,50,0,product_info,product_info,0.478,flow_16,v2.0,w1.1,1327,desktop,Safari,GB,0,58:51.9,02:22.9,211,FALSE,FALSE,3,0.607,49:45.9
conv_35b8a26ec557,user_2786,anon_bcef0778fb,acct_1159,19:00.5,,whatsapp,timed_out,FALSE,,,,,6,3,3,50,0,greeting,greeting,0.919,flow_19,v3.0,w1.0,672,mobile,Safari,IN,0,,,,TRUE,TRUE,2,0.031,21:56.5
conv_21d752907971,,anon_ebf3e4641e,,00:20.9,54:34.9,whatsapp,completed,FALSE,,,,,10,3,7,357.1,0,order_status,order_status,0.742,flow_46,v1.0,w2.1,1145,desktop,Firefox,CA,0,,,,FALSE,FALSE,2,0.468,02:49.9
conv_96116df24c1b,,anon_73abc0a2ab,,05:29.3,45:22.3,whatsapp,completed,FALSE,,,,,7,2,5,219,0,complaint,complaint,0.917,flow_15,v1.1,w2.0,27,desktop,Firefox,AU,0,,,,FALSE,FALSE,4,0.374,07:01.3
conv_474571c326ee,user_68,anon_29ab9cb052,acct_654,09:47.2,02:23.2,bot,completed,FALSE,,,,,9,3,6,197.6,0,password_reset,password_reset,0.453,flow_22,v1.1,w2.1,1674,desktop,Chrome,SG,1,,,,FALSE,FALSE,,0.408,17:05.2
conv_abe22da6c79c,user_2986,anon_97ebb0470c,,19:37.0,41:53.0,bot,completed,FALSE,,,,,8,1,7,50,0,product_info,product_info,0.584,flow_29,v1.1,w1.1,691,desktop,Safari,DE,0,,,,FALSE,FALSE,1,0.509,25:40.0
conv_7aa02b28ac2b,user_961,anon_de369dd59e,,50:46.7,57:20.7,whatsapp,completed,FALSE,,,,,3,2,1,405,0,complaint,complaint,0.627,flow_10,v3.0,w2.0,1108,desktop,Chrome,IN,0,,,,FALSE,FALSE,5,0.29,57:35.7
conv_1e9b5424d2c5,,anon_182fb77103,acct_49,18:15.9,03:59.9,sms,timed_out,FALSE,,,,,7,2,5,228.5,1,product_info,product_info,0.763,flow_2,v1.1,w2.1,132,desktop,Chrome,ZA,0,,,,FALSE,FALSE,4,0.549,19:51.9
conv_1d9777f25608,user_2132,anon_892c453d33,,19:36.5,24:58.5,web_chat,completed,FALSE,,,,,8,2,6,348.1,0,order_status,order_status,0.486,flow_38,v1.0,w1.1,1176,mobile,Chrome,GB,0,,,,FALSE,FALSE,4,0.505,23:01.5
conv_ea215cd733d5,user_54,anon_51f62dfda5,acct_994,16:34.0,28:34.0,web_chat,abandoned,TRUE,43:58.0,2,flow_node_69,LONG_QUEUE_WAIT,7,3,4,196,0,password_reset,password_reset,0.936,flow_21,v1.0,w1.1,586,desktop,Other,DE,0,,,,TRUE,TRUE,4,0.618,17:38.0
conv_2f81ce39c7d0,user_776,anon_b0fa6f7c56,,55:58.2,54:21.2,web_chat,abandoned,TRUE,04:35.2,7,flow_node_87,LONG_QUEUE_WAIT,7,6,1,391.7,0,return_request,return_request,0.747,flow_19,v2.0,w1.1,705,desktop,Chrome,AE,0,,,,TRUE,FALSE,2,0.097,03:29.2
conv_2febd4491007,user_534,anon_77bfa8d305,acct_938,24:59.4,39:39.4,whatsapp,completed,FALSE,,,,,4,4,0,390.6,0,billing_query,billing_query,0.551,flow_41,v1.1,w1.0,559,mobile,Chrome,BR,2,,,,TRUE,FALSE,,0.068,29:06.4
